"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Weekday"	"Weekday Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"2012"	"2012"	"Friday"	"6"	119	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2012"	"2012"	"Saturday"	"7"	160	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2012"	"2012"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2013"	"2013"	"Sunday"	"1"	183	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2013"	"2013"	"Monday"	"2"	138	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2013"	"2013"	"Tuesday"	"3"	137	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2013"	"2013"	"Wednesday"	"4"	151	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2013"	"2013"	"Thursday"	"5"	143	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2013"	"2013"	"Friday"	"6"	147	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2013"	"2013"	"Saturday"	"7"	175	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2013"	"2013"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2014"	"2014"	"Sunday"	"1"	187	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2014"	"2014"	"Monday"	"2"	158	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2014"	"2014"	"Tuesday"	"3"	151	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2014"	"2014"	"Wednesday"	"4"	171	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2014"	"2014"	"Thursday"	"5"	195	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2014"	"2014"	"Friday"	"6"	189	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2014"	"2014"	"Saturday"	"7"	234	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2014"	"2014"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2015"	"2015"	"Sunday"	"1"	247	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2015"	"2015"	"Monday"	"2"	220	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2015"	"2015"	"Tuesday"	"3"	226	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2015"	"2015"	"Wednesday"	"4"	231	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2015"	"2015"	"Thursday"	"5"	239	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2015"	"2015"	"Friday"	"6"	283	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2015"	"2015"	"Saturday"	"7"	272	Not Applicable	Not Applicable
	"Massachusetts"	"25"	"2015"	"2015"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"1999"	"1999"	"Sunday"	"1"	71	Not Applicable	Not Applicable
	"Michigan"	"26"	"1999"	"1999"	"Monday"	"2"	59	Not Applicable	Not Applicable
	"Michigan"	"26"	"1999"	"1999"	"Tuesday"	"3"	61	Not Applicable	Not Applicable
	"Michigan"	"26"	"1999"	"1999"	"Wednesday"	"4"	61	Not Applicable	Not Applicable
	"Michigan"	"26"	"1999"	"1999"	"Thursday"	"5"	69	Not Applicable	Not Applicable
	"Michigan"	"26"	"1999"	"1999"	"Friday"	"6"	57	Not Applicable	Not Applicable
	"Michigan"	"26"	"1999"	"1999"	"Saturday"	"7"	68	Not Applicable	Not Applicable
	"Michigan"	"26"	"1999"	"1999"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2000"	"2000"	"Sunday"	"1"	78	Not Applicable	Not Applicable
	"Michigan"	"26"	"2000"	"2000"	"Monday"	"2"	59	Not Applicable	Not Applicable
	"Michigan"	"26"	"2000"	"2000"	"Tuesday"	"3"	63	Not Applicable	Not Applicable
	"Michigan"	"26"	"2000"	"2000"	"Wednesday"	"4"	88	Not Applicable	Not Applicable
	"Michigan"	"26"	"2000"	"2000"	"Thursday"	"5"	73	Not Applicable	Not Applicable
	"Michigan"	"26"	"2000"	"2000"	"Friday"	"6"	85	Not Applicable	Not Applicable
	"Michigan"	"26"	"2000"	"2000"	"Saturday"	"7"	100	Not Applicable	Not Applicable
	"Michigan"	"26"	"2000"	"2000"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2001"	"2001"	"Sunday"	"1"	103	Not Applicable	Not Applicable
	"Michigan"	"26"	"2001"	"2001"	"Monday"	"2"	71	Not Applicable	Not Applicable
	"Michigan"	"26"	"2001"	"2001"	"Tuesday"	"3"	79	Not Applicable	Not Applicable
	"Michigan"	"26"	"2001"	"2001"	"Wednesday"	"4"	77	Not Applicable	Not Applicable
	"Michigan"	"26"	"2001"	"2001"	"Thursday"	"5"	88	Not Applicable	Not Applicable
	"Michigan"	"26"	"2001"	"2001"	"Friday"	"6"	93	Not Applicable	Not Applicable
	"Michigan"	"26"	"2001"	"2001"	"Saturday"	"7"	83	Not Applicable	Not Applicable
	"Michigan"	"26"	"2001"	"2001"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2002"	"2002"	"Sunday"	"1"	132	Not Applicable	Not Applicable
	"Michigan"	"26"	"2002"	"2002"	"Monday"	"2"	89	Not Applicable	Not Applicable
	"Michigan"	"26"	"2002"	"2002"	"Tuesday"	"3"	93	Not Applicable	Not Applicable
	"Michigan"	"26"	"2002"	"2002"	"Wednesday"	"4"	94	Not Applicable	Not Applicable
	"Michigan"	"26"	"2002"	"2002"	"Thursday"	"5"	106	Not Applicable	Not Applicable
	"Michigan"	"26"	"2002"	"2002"	"Friday"	"6"	96	Not Applicable	Not Applicable
	"Michigan"	"26"	"2002"	"2002"	"Saturday"	"7"	120	Not Applicable	Not Applicable
	"Michigan"	"26"	"2002"	"2002"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2003"	"2003"	"Sunday"	"1"	99	Not Applicable	Not Applicable
	"Michigan"	"26"	"2003"	"2003"	"Monday"	"2"	87	Not Applicable	Not Applicable
	"Michigan"	"26"	"2003"	"2003"	"Tuesday"	"3"	89	Not Applicable	Not Applicable
	"Michigan"	"26"	"2003"	"2003"	"Wednesday"	"4"	114	Not Applicable	Not Applicable
	"Michigan"	"26"	"2003"	"2003"	"Thursday"	"5"	108	Not Applicable	Not Applicable
	"Michigan"	"26"	"2003"	"2003"	"Friday"	"6"	113	Not Applicable	Not Applicable
	"Michigan"	"26"	"2003"	"2003"	"Saturday"	"7"	135	Not Applicable	Not Applicable
	"Michigan"	"26"	"2003"	"2003"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2004"	"2004"	"Sunday"	"1"	112	Not Applicable	Not Applicable
	"Michigan"	"26"	"2004"	"2004"	"Monday"	"2"	113	Not Applicable	Not Applicable
	"Michigan"	"26"	"2004"	"2004"	"Tuesday"	"3"	110	Not Applicable	Not Applicable
	"Michigan"	"26"	"2004"	"2004"	"Wednesday"	"4"	118	Not Applicable	Not Applicable
	"Michigan"	"26"	"2004"	"2004"	"Thursday"	"5"	135	Not Applicable	Not Applicable
	"Michigan"	"26"	"2004"	"2004"	"Friday"	"6"	132	Not Applicable	Not Applicable
	"Michigan"	"26"	"2004"	"2004"	"Saturday"	"7"	134	Not Applicable	Not Applicable
	"Michigan"	"26"	"2004"	"2004"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2005"	"2005"	"Sunday"	"1"	145	Not Applicable	Not Applicable
	"Michigan"	"26"	"2005"	"2005"	"Monday"	"2"	131	Not Applicable	Not Applicable
	"Michigan"	"26"	"2005"	"2005"	"Tuesday"	"3"	127	Not Applicable	Not Applicable
	"Michigan"	"26"	"2005"	"2005"	"Wednesday"	"4"	126	Not Applicable	Not Applicable
	"Michigan"	"26"	"2005"	"2005"	"Thursday"	"5"	133	Not Applicable	Not Applicable
	"Michigan"	"26"	"2005"	"2005"	"Friday"	"6"	127	Not Applicable	Not Applicable
	"Michigan"	"26"	"2005"	"2005"	"Saturday"	"7"	177	Not Applicable	Not Applicable
	"Michigan"	"26"	"2005"	"2005"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2006"	"2006"	"Sunday"	"1"	180	Not Applicable	Not Applicable
	"Michigan"	"26"	"2006"	"2006"	"Monday"	"2"	145	Not Applicable	Not Applicable
	"Michigan"	"26"	"2006"	"2006"	"Tuesday"	"3"	149	Not Applicable	Not Applicable
	"Michigan"	"26"	"2006"	"2006"	"Wednesday"	"4"	155	Not Applicable	Not Applicable
	"Michigan"	"26"	"2006"	"2006"	"Thursday"	"5"	174	Not Applicable	Not Applicable
	"Michigan"	"26"	"2006"	"2006"	"Friday"	"6"	159	Not Applicable	Not Applicable
	"Michigan"	"26"	"2006"	"2006"	"Saturday"	"7"	195	Not Applicable	Not Applicable
	"Michigan"	"26"	"2006"	"2006"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2007"	"2007"	"Sunday"	"1"	170	Not Applicable	Not Applicable
	"Michigan"	"26"	"2007"	"2007"	"Monday"	"2"	161	Not Applicable	Not Applicable
	"Michigan"	"26"	"2007"	"2007"	"Tuesday"	"3"	144	Not Applicable	Not Applicable
	"Michigan"	"26"	"2007"	"2007"	"Wednesday"	"4"	143	Not Applicable	Not Applicable
	"Michigan"	"26"	"2007"	"2007"	"Thursday"	"5"	159	Not Applicable	Not Applicable
	"Michigan"	"26"	"2007"	"2007"	"Friday"	"6"	189	Not Applicable	Not Applicable
	"Michigan"	"26"	"2007"	"2007"	"Saturday"	"7"	246	Not Applicable	Not Applicable
	"Michigan"	"26"	"2007"	"2007"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2008"	"2008"	"Sunday"	"1"	194	Not Applicable	Not Applicable
	"Michigan"	"26"	"2008"	"2008"	"Monday"	"2"	137	Not Applicable	Not Applicable
	"Michigan"	"26"	"2008"	"2008"	"Tuesday"	"3"	180	Not Applicable	Not Applicable
	"Michigan"	"26"	"2008"	"2008"	"Wednesday"	"4"	144	Not Applicable	Not Applicable
	"Michigan"	"26"	"2008"	"2008"	"Thursday"	"5"	166	Not Applicable	Not Applicable
	"Michigan"	"26"	"2008"	"2008"	"Friday"	"6"	194	Not Applicable	Not Applicable
	"Michigan"	"26"	"2008"	"2008"	"Saturday"	"7"	204	Not Applicable	Not Applicable
	"Michigan"	"26"	"2008"	"2008"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2009"	"2009"	"Sunday"	"1"	211	Not Applicable	Not Applicable
	"Michigan"	"26"	"2009"	"2009"	"Monday"	"2"	187	Not Applicable	Not Applicable
	"Michigan"	"26"	"2009"	"2009"	"Tuesday"	"3"	205	Not Applicable	Not Applicable
	"Michigan"	"26"	"2009"	"2009"	"Wednesday"	"4"	195	Not Applicable	Not Applicable
	"Michigan"	"26"	"2009"	"2009"	"Thursday"	"5"	187	Not Applicable	Not Applicable
	"Michigan"	"26"	"2009"	"2009"	"Friday"	"6"	186	Not Applicable	Not Applicable
	"Michigan"	"26"	"2009"	"2009"	"Saturday"	"7"	236	Not Applicable	Not Applicable
	"Michigan"	"26"	"2009"	"2009"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2010"	"2010"	"Sunday"	"1"	172	Not Applicable	Not Applicable
	"Michigan"	"26"	"2010"	"2010"	"Monday"	"2"	168	Not Applicable	Not Applicable
	"Michigan"	"26"	"2010"	"2010"	"Tuesday"	"3"	186	Not Applicable	Not Applicable
	"Michigan"	"26"	"2010"	"2010"	"Wednesday"	"4"	198	Not Applicable	Not Applicable
	"Michigan"	"26"	"2010"	"2010"	"Thursday"	"5"	211	Not Applicable	Not Applicable
	"Michigan"	"26"	"2010"	"2010"	"Friday"	"6"	223	Not Applicable	Not Applicable
	"Michigan"	"26"	"2010"	"2010"	"Saturday"	"7"	223	Not Applicable	Not Applicable
	"Michigan"	"26"	"2010"	"2010"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2011"	"2011"	"Sunday"	"1"	200	Not Applicable	Not Applicable
	"Michigan"	"26"	"2011"	"2011"	"Monday"	"2"	174	Not Applicable	Not Applicable
	"Michigan"	"26"	"2011"	"2011"	"Tuesday"	"3"	181	Not Applicable	Not Applicable
	"Michigan"	"26"	"2011"	"2011"	"Wednesday"	"4"	200	Not Applicable	Not Applicable
	"Michigan"	"26"	"2011"	"2011"	"Thursday"	"5"	185	Not Applicable	Not Applicable
	"Michigan"	"26"	"2011"	"2011"	"Friday"	"6"	202	Not Applicable	Not Applicable
	"Michigan"	"26"	"2011"	"2011"	"Saturday"	"7"	224	Not Applicable	Not Applicable
	"Michigan"	"26"	"2011"	"2011"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2012"	"2012"	"Sunday"	"1"	184	Not Applicable	Not Applicable
	"Michigan"	"26"	"2012"	"2012"	"Monday"	"2"	163	Not Applicable	Not Applicable
	"Michigan"	"26"	"2012"	"2012"	"Tuesday"	"3"	163	Not Applicable	Not Applicable
	"Michigan"	"26"	"2012"	"2012"	"Wednesday"	"4"	185	Not Applicable	Not Applicable
	"Michigan"	"26"	"2012"	"2012"	"Thursday"	"5"	169	Not Applicable	Not Applicable
	"Michigan"	"26"	"2012"	"2012"	"Friday"	"6"	195	Not Applicable	Not Applicable
	"Michigan"	"26"	"2012"	"2012"	"Saturday"	"7"	234	Not Applicable	Not Applicable
	"Michigan"	"26"	"2012"	"2012"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2013"	"2013"	"Sunday"	"1"	225	Not Applicable	Not Applicable
	"Michigan"	"26"	"2013"	"2013"	"Monday"	"2"	182	Not Applicable	Not Applicable
	"Michigan"	"26"	"2013"	"2013"	"Tuesday"	"3"	202	Not Applicable	Not Applicable
	"Michigan"	"26"	"2013"	"2013"	"Wednesday"	"4"	199	Not Applicable	Not Applicable
	"Michigan"	"26"	"2013"	"2013"	"Thursday"	"5"	222	Not Applicable	Not Applicable
	"Michigan"	"26"	"2013"	"2013"	"Friday"	"6"	239	Not Applicable	Not Applicable
	"Michigan"	"26"	"2013"	"2013"	"Saturday"	"7"	268	Not Applicable	Not Applicable
	"Michigan"	"26"	"2013"	"2013"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2014"	"2014"	"Sunday"	"1"	264	Not Applicable	Not Applicable
	"Michigan"	"26"	"2014"	"2014"	"Monday"	"2"	235	Not Applicable	Not Applicable
	"Michigan"	"26"	"2014"	"2014"	"Tuesday"	"3"	215	Not Applicable	Not Applicable
	"Michigan"	"26"	"2014"	"2014"	"Wednesday"	"4"	265	Not Applicable	Not Applicable
	"Michigan"	"26"	"2014"	"2014"	"Thursday"	"5"	238	Not Applicable	Not Applicable
	"Michigan"	"26"	"2014"	"2014"	"Friday"	"6"	269	Not Applicable	Not Applicable
	"Michigan"	"26"	"2014"	"2014"	"Saturday"	"7"	267	Not Applicable	Not Applicable
	"Michigan"	"26"	"2014"	"2014"	"Unknown"	"9"	Suppressed	Not Applicable	Not Applicable
	"Michigan"	"26"	"2015"	"2015"	"Sunday"	"1"	285	Not Applicable	Not Applicable
	"Michigan"	"26"	"2015"	"2015"	"Monday"	"2"	266	Not Applicable	Not Applicable
	"Michigan"	"26"	"2015"	"2015"	"Tuesday"	"3"	268	Not Applicable	Not Applicable
	"Michigan"	"26"	"2015"	"2015"	"Wednesday"	"4"	257	Not Applicable	Not Applicable
	"Michigan"	"26"	"2015"	"2015"	"Thursday"	"5"	300	Not Applicable	Not Applicable
	"Michigan"	"26"	"2015"	"2015"	"Friday"	"6"	266	Not Applicable	Not Applicable
	"Michigan"	"26"	"2015"	"2015"	"Saturday"	"7"	326	Not Applicable	Not Applicable
